class,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,median
FALSE,0.06476369276995614,0.0601544097905878,0.060134790719617956,7.372209508530623E-4,0.06343123196749523,1.8394435183152945E-4,2.6841877852255033E-4,0.1654769773426817,0.019758345143209902,0.06621481107954855,6.38834759610539E-4,0.03627515264753541,5.10592191756859E-4,0.03481203303835118,0.09088465571094788,0.021006890024778298,0.13929600350689775,0.05493338562201326,2.0562280210280792E-4,0.12031298680170167,0.045604
TRUE,9.889167274679521E-5,0.6275918129314095,0.008636481201111008,0.01252808979319001,0.0011245483702701097,0.047971176907458134,3.3444439549570025E-4,8.241326983314264E-5,8.433691856697338E-5,0.006935496584235966,0.00277201776103622,4.508813220281821E-4,0.1962010039182288,7.235688971786829E-4,0.07812000991837197,2.964306450215686E-4,0.0062484396410132335,0.00951401094015356,1.2815457090656614E-4,1.577903417438277E-4,0.001948
FALSE,4.147374932062076E-4,0.035469834210323466,8.060275297547919E-4,0.09941713391898988,0.0980184906049916,0.05912257003045938,7.719263649474393E-4,0.05125915011003932,0.06352783560415316,0.10528222523054079,0.18339770444279282,4.646451142898848E-4,1.5667830204336888E-4,0.046636233080353896,1.4180290366513036E-4,0.05091295211224645,0.031847251849893385,0.1479606716323452,0.009149906686032107,0.015242222778931587,0.041053
TRUE,0.18531467736890783,0.011898397164767939,0.26215937588817145,0.026771877686917085,3.6358398105562016E-4,0.0596738447598975,2.364585415208851E-4,0.07085083153865082,1.513965951356498E-4,0.35510599246024716,3.162057030072087E-4,7.73025060474221E-5,9.520464004777997E-5,9.336532893790821E-5,0.026316982447839282,8.873904474402468E-5,9.293642316559036E-5,3.6954706691618336E-5,1.4701868782823348E-4,2.088545264188416E-4,0.000276
TRUE,8.574791724423382E-5,0.043878340957702634,0.05275594922337417,0.056834520604051794,3.532762473039038E-4,0.3995572585632459,0.2700311436096348,7.464016332843212E-5,1.536567159273841E-4,3.751079746015616E-4,0.04821124692493754,6.770021294442938E-5,7.957686440495011E-5,8.988044258697278E-4,1.15344051318889E-4,0.0770238824882331,0.011974349082445887,0.03732830907350458,1.1586564678872172E-4,8.527925313762139E-5,0.000637
FALSE,0.05065046023711554,5.912321038849903E-4,0.020839627722882042,0.11018897771987705,0.02789110278502433,0.10312608063825758,5.665033132791699E-4,0.04163719932753656,0.02198585774465851,0.022095811937237433,0.1354948160064971,0.03347001764927689,0.08067557782444694,0.0562089577552728,0.046229300251830245,0.04250248600564666,0.14071061899389858,0.0015395976595198638,0.00713768404733435,0.05645809027652328,0.042070
FALSE,0.06712426121010436,0.10395745375329395,0.07554425514131266,0.059183622412399293,0.029693597407707713,0.08575737954633665,0.03182559872474447,6.001970676832081E-4,0.0024542751819485293,0.00895855067104375,0.09542535474008267,0.04651607135369889,0.09793235077882897,0.065254432295605,0.06300316115341133,0.02598489804063038,0.05143826899618207,0.031012418148686015,0.05802955105116541,3.0430232513465764E-4,0.054734
FALSE,0.046834446394140354,0.08475385412419453,0.015902873226912657,0.01013540898628459,0.09317520733320747,0.02134235051892304,0.06478838765938084,0.054389392089987006,0.0021029325166047786,0.018616482580219248,0.032086208228384885,2.677391760418412E-4,0.09504589046994794,0.05820981059921846,0.05456456021826887,0.06298562002619754,0.11385265947034966,0.06175525608088859,0.03547172941382182,0.07371919088702583,0.054477
FALSE,0.0695273992361963,0.010065788634194783,1.614375083748993E-4,0.06602829956299755,0.03711430245582971,0.07165873709398805,1.7054377653509303E-4,0.018549137059795415,0.0465045504569805,8.759861490104983E-5,0.08186464112620385,0.04107282684642211,0.07767743338750738,0.02387104733948088,0.0592209991671486,0.09425560981773165,0.11783686552341278,0.06844309544717793,0.04899240099819354,0.06689728594692801,0.054107
TRUE,0.8665505784927388,2.0532080892522842E-4,0.009879678002383709,0.009224059755659196,0.009878072546412571,5.658668511368536E-4,2.052528642518872E-4,0.0016653666143670622,4.9040368930802166E-5,7.147659152532851E-5,5.286380500068258E-4,2.2682844812291686E-4,4.378978299075237E-4,1.9550673812953758E-4,2.5457122685493033E-4,0.0011925231160380843,0.02932265922554416,0.06326049748915073,4.906833450753965E-5,0.006237096645406273,0.000547
FALSE,0.03369336202542667,0.020100713254377775,0.02468194639933948,0.06306025982594847,3.032927847518357E-4,0.012892866115798662,0.0031347443628466625,0.04067091328923917,0.09351086463588335,0.05362042087763171,0.07512153589843058,0.09123187943306724,0.07194967757074353,0.06151127951738452,0.06454342324482776,0.04132076387963231,0.11604611796692649,0.1115988667054292,3.0128392718785715E-4,0.020705788285126918,0.047471
TRUE,0.02464883339388281,0.07688032690521551,0.49574004176268915,0.008594768963867154,0.03956865250956724,0.04391663119295281,0.0016930935325550234,0.03363553730435654,0.08611925390045494,0.06767492630953821,0.09339578318422764,2.1735496645782464E-4,8.24601578579353E-5,0.015848212900603047,6.812184797782908E-5,6.670752520633739E-5,0.01065599175253618,5.508762515623692E-4,5.466879589374493E-4,9.573767955380203E-5,0.013252
TRUE,0.005725902137364051,0.15554998147060542,0.03251935005018346,0.05431660054265996,0.05261576470566131,1.713901402089188E-4,8.359795362635107E-5,0.17065081411371605,1.2373947151270097E-4,5.549815262890798E-5,7.745225895366875E-5,0.3954114156545486,4.144934714294611E-5,3.880671650356591E-4,3.591685624951127E-5,3.0330342016344916E-4,2.3634713332972948E-4,1.0045367874863059E-4,0.13149207378833982,1.0088195932081378E-4,0.000270
TRUE,1.443527336181861E-4,0.04857932118276596,0.001254997656872639,2.3375828796424748E-4,2.2078490271934547E-4,0.02446681484529333,0.004398643986127998,0.04109003612257607,5.350950936452455E-4,0.04475010048889599,5.5503046440278E-4,1.1551923443875994E-4,0.01824989899206654,3.440197309114571E-4,3.3139244310113886E-4,0.040901626832909314,9.951460139809931E-5,9.869545399680138E-5,4.1363807691260175E-4,0.7732167588693836,0.000545
FALSE,0.026650152324662908,0.046331967349759945,3.400614711528148E-4,8.310165150711253E-4,0.03563877733618665,0.10814297351606607,0.01698987572094932,0.11541696860920908,0.08882367904397132,0.062063349150362504,0.05787333596901119,0.06453456867298978,0.03704843956876879,0.03657102372967042,0.029809706516487677,0.013952818038488786,0.16578615378292053,0.0014637171714633748,5.168034298352888E-4,0.09121461208297235,0.036810
TRUE,7.018291045412216E-5,0.04399683466115929,1.278430229645591E-4,4.9423883295433125E-5,2.1674441479162517E-4,3.159440321667454E-4,0.11492913945050198,1.7840367111912687E-4,5.695604474632698E-5,1.419924636067587E-4,0.2373853068167569,5.7967269274298974E-5,0.00948489414945387,0.278170715448346,0.13025279035498236,0.05015215509707629,0.1052657682645807,0.02316352811943951,8.875113304140604E-5,0.00589465879224263,0.003105
TRUE,0.0096546659169026,0.0877341779726971,2.850130562919076E-4,0.005416029900264769,0.03492746539501436,8.344527998778832E-5,0.3254662612935513,7.63573715400639E-4,7.148112200382409E-5,0.011466506171009586,0.13712892175954214,8.552996392375813E-5,0.15733269186513624,0.007894749358426566,0.04894474979784547,0.011260862731784992,0.1275209934884332,0.0021544379133999355,1.1081472203903613E-4,0.03169762857634486,0.010458
TRUE,0.08028235002165936,0.33696771702605544,2.3747382572474063E-4,0.07854952508534803,0.008510228762518411,7.286831196213008E-4,2.0208886382483033E-4,1.240800213510073E-4,7.100084261394324E-5,0.06107369430252567,3.0649799319718067E-4,7.917641872570003E-4,0.0019239290061948998,0.2905424378510055,1.1545064286844138E-4,0.023122288195535204,0.07528951379363141,2.1045671093409478E-4,1.3386549538296755E-4,0.04081695425275011,0.001358
FALSE,0.037303872843607734,0.0958256131682024,0.022596084227000178,0.05223795199753929,0.0411380683634657,0.003228165546035716,0.057255345730947524,0.04350078767003897,0.03728091416486052,0.05877588864671781,0.07105930390684403,0.04675170310697173,0.017477152139217272,0.06310524651238696,0.039700154826036484,0.04264610235876599,0.13392836580151052,0.0465996621160164,0.03698615694127491,0.052603459932559854,0.045050
FALSE,0.06503686360475303,0.06604049090613208,1.460763259149423E-4,1.3247079222814218E-4,0.014584012493934595,0.03312105654121967,0.03262697422483806,0.0021506761736619084,3.507936726232623E-4,0.07374104213663597,0.08532248976246548,0.10292804494509085,0.0816413550076211,0.04924798803102731,0.04463227450847649,7.263493821830527E-4,0.11128019776653686,0.11722702000646404,0.05392120916830782,0.06514261454988532,0.051585
FALSE,0.039480348699174134,0.001014573503438076,0.006025351497034739,0.057412504842939596,0.06032425546416364,0.13471782765055618,0.011149430912106784,0.012637393552297592,0.031985876301976135,0.07842412545760812,0.14936529177346897,0.003214130787624714,0.04600957544117332,0.07572300821104481,0.02920761530242138,0.05152450571232787,0.2002795283645559,0.010658766289944024,6.120823347265839E-4,2.3380790141760676E-4,0.035733
FALSE,0.07339740691182416,5.496278828881643E-4,0.06555529963581837,0.045609257216934124,8.203664837401287E-4,0.06539321479166582,0.04305811680303925,0.0930765882847581,0.06964106095231476,0.067671638701624,0.11421289859425664,0.018795857754054433,9.483038491213664E-5,0.04646000955633611,0.02618416189219,2.3674041419178283E-4,0.08713873347128881,0.0932824817569111,4.6923821490795045E-4,0.08835247029634394,0.055927
TRUE,0.5854388415168407,0.13095919270294495,0.001102327508190203,0.0026032511582463965,3.0904020400888483E-4,0.03852384304562889,0.04029543743386215,0.07193761280381976,2.3948122612350042E-4,3.003452983308237E-4,0.002138405009688637,4.1700285299768163E-4,0.02441430045089059,0.012214824254258025,0.0014383735862234584,1.2866080706508268E-4,2.5439027495856504E-4,0.0643382445985277,2.6156394450333717E-4,0.02268486132289076,0.002371
TRUE,4.4560345085436436E-5,0.6932005077570979,1.0469339913327706E-4,8.884440831599933E-5,1.053334537709874E-4,0.035273591536612366,5.155287513589421E-4,6.203898494084579E-5,0.0011350014295640133,7.203779293503086E-5,0.026303847867280492,4.792167811524818E-5,0.10107991135848293,0.02831348912510186,0.010949603913219738,5.228482824786637E-5,0.06710526848805125,2.152912152032133E-4,0.03528518885974005,4.505480774255489E-5,0.000365
FALSE,0.08520042237336822,0.09057850399526754,0.003757084039122992,0.0014227475309500329,0.06257380016199893,0.07287229413551644,0.04732811454823578,0.09006595586892063,0.008855432379597333,0.06445406942140594,0.17540622586816518,0.002208903686494142,0.06396046026153154,1.563331059007554E-4,0.022973090739786647,0.07256292550467461,0.08741920984333326,1.9968304065137073E-4,0.012602378811890812,0.035402364683187804,0.054951
TRUE,9.04372519153661E-5,3.3652272327267587E-4,8.027713991644851E-5,7.28767655375355E-5,5.2809525961090275E-5,0.10703504792584151,0.17612943802121644,3.266851012807874E-4,3.2083302148580903E-4,0.012196155238090827,0.10329993615220445,1.2518776364636835E-4,3.422529279406477E-4,2.0657489904909025E-4,0.00831498034682711,0.5339893439893836,0.0028484817758224843,5.294031795511932E-4,2.1515775398603187E-4,0.05348759849707063,0.000339
TRUE,0.02407633707051088,0.0947244285165403,1.0333007930840276E-4,6.692452947518768E-5,5.365390705664553E-5,0.49364533336149735,0.06697971267122348,1.307047025169289E-4,1.4114882792000334E-4,4.3706250852729706E-5,0.26922636580701426,9.736876874230585E-5,5.544504954183825E-5,4.193137960242778E-4,0.020641436455207343,0.0018358013031542985,9.180805452293165E-4,0.00955528825741433,0.004736045395304105,0.012549574705465883,0.001377
TRUE,0.024861112190092963,0.009257517634323979,0.6985822206260001,0.10790102855665762,0.02880340677161744,1.5869321702204753E-4,2.450121217779443E-4,0.1048480947669024,2.7529792042310815E-4,1.1264512817506165E-4,0.020260893430327657,0.00214972369111059,8.942283026615822E-5,7.665161487814065E-5,2.44596721987997E-4,9.377253911855047E-5,0.001579909230860882,2.294641281623349E-4,1.6558417565684416E-4,6.495270463815076E-5,0.000260
TRUE,0.14829867213695216,1.1272257963092274E-4,0.04495872447700637,0.5261758526920061,0.1302231328588105,7.72759732667198E-4,0.010204139733781297,5.672829738537513E-4,4.086373987848628E-4,0.005312923655672388,0.004688735602522552,0.03672657944109336,1.2421850171972238E-4,2.5289469975157497E-4,9.279771883861336E-5,2.0449783851972419E-4,0.00473966731174253,9.239422143534156E-5,1.7450274079351653E-4,0.08586886368441746,0.002731
TRUE,0.0026891596802021984,0.0033402367985161823,1.0158519347578114E-4,0.05062888451750511,0.007221946387039189,0.03279961024759246,0.3910939186050008,4.391322517049026E-5,2.1352333275035507E-5,1.3116847188579229E-5,0.35482588680189714,2.3336103442986788E-4,4.5409476192978345E-5,0.011291920193602386,0.03367605967374333,0.004426725785404007,0.08784873380562319,0.012217514515876349,2.099666185008498E-5,0.007459668216415448,0.005824
TRUE,4.888661490023877E-5,1.5209373119300502E-4,4.359253540303082E-5,4.750942167350602E-5,2.6464779605135544E-4,2.543476865715918E-4,0.01423648661844073,7.1958553205865E-5,1.6666994455055286E-4,8.119170064739541E-5,7.476068298340857E-4,6.908254486959916E-5,5.0665281817269896E-5,6.45972746466022E-5,6.433370858773934E-5,0.8447810102448737,0.13052938492110613,0.008137567132691738,6.637778627249666E-5,1.2198967266344487E-4,0.000102
FALSE,0.007160070941940586,0.053179529961715974,0.015080244401008042,0.042195296372590355,0.014771934380635367,0.09058035587588725,0.0010977797302584489,0.10156864720924808,0.08715248791525783,0.041130695408797505,0.11161874756400868,0.09866347541263647,9.734931584878993E-5,0.03943747714314776,0.04761926162982658,0.012271375463854258,0.14961577397057807,0.03851900116138985,4.7442862609224716E-4,0.04776606751527793,0.041663
FALSE,0.018432541798012094,2.046738779174615E-4,2.588605596022407E-4,0.006988034867083473,0.012103634034938813,0.0584781850626531,0.06821748106042376,1.729189127774447E-4,0.0643457555369696,0.08348256092574223,0.06896395889520995,0.06734488800198124,1.0258712139793863E-4,0.030414779987024732,0.03836973542264522,0.040857088906730225,0.28719086210559885,0.07635424290235557,0.05787657388137905,0.019840636139556708,0.039613
TRUE,1.5812793259640802E-4,0.021438240829972647,0.03994454266902294,0.017437808633502066,1.7685560792457303E-4,0.0018490101820604022,6.801687061076365E-4,8.082612464873647E-5,0.008448989862496205,0.2352300903938081,0.2672765068507336,1.1870343672230131E-4,0.02800531164357794,0.021281517394328407,0.13866497529700905,7.796137781652696E-5,0.001825391986023875,9.483076547430729E-4,0.21625188818343194,1.0477523347362388E-4,0.005149
TRUE,4.9922476224920745E-5,0.07262576754753661,7.840083936545727E-5,6.485214756486712E-4,6.179856297319058E-4,0.011503103320646562,0.37540072062037105,3.62612178351727E-4,0.030848546944900003,0.07244192563283482,0.1184504843376568,9.643013570559334E-5,1.4899921768428247E-4,1.6370703669326558E-4,0.051012381906777454,0.08124372554615135,0.18348301312298593,3.8565675690467556E-4,2.4684452219721144E-4,1.91250751631629E-4,0.000633
FALSE,5.24682409550837E-4,0.004093488365197016,5.899105511415933E-4,0.06647277902846956,4.0276204857026E-4,0.10125333833998343,0.036268403388752236,0.016045381451925553,0.06397253266079289,0.05923779872207717,0.12908013776895316,0.07073195578633266,0.06828256563392027,0.030960021453683276,0.0010787011520300995,0.03973990389249417,0.20339833873804888,0.027942396020476476,0.0402654561321957,0.039659446455404535,0.039700
TRUE,0.005902896700210492,0.036101103146652984,0.29772290302166743,0.5225679076659169,0.007763331540470591,7.678220898063504E-4,1.0543281523535614E-4,0.012216380851167358,1.3452587329106403E-4,7.613522110684228E-5,9.924119276481483E-5,0.015589810172817095,0.038050683558125784,8.534147097614659E-5,3.7325012523739566E-5,5.7366486010762755E-5,0.06200610626316638,1.0549286204615074E-4,2.556547126290875E-4,3.545393434144849E-4,0.000561
FALSE,0.05399061715107178,0.07352685863471636,0.015631875406739312,0.07541888513119852,0.043467193108834436,0.02922703934025308,0.04921984999336682,0.033701286455611656,0.03483447036507958,0.025765661070345093,0.11970457429215345,0.02456489683400442,0.029429412677102366,0.046429408322100754,0.019705261943012493,0.06268145862926931,0.16719332008147555,0.027699434324620784,0.03407414776502845,0.033734348474015595,0.034454
TRUE,8.777087361675528E-5,0.12251068862104994,0.00762139826695584,1.7142913142982055E-4,5.700605872843499E-5,0.09934717219623697,0.001502210954165605,8.413168975953463E-5,0.005826509892138034,0.005030131502338428,0.20682234927622434,6.523851964401796E-5,9.867411284897865E-5,0.39637415651815083,1.7044400130399536E-4,1.7447612134143306E-4,0.005708340020638259,1.294073410608186E-4,0.13723482968526043,0.010983635217107646,0.003266
FALSE,1.620116902496491E-4,3.0532090779065367E-4,0.0017857010064500137,0.13043516644864342,0.050509857443716694,0.009032692052367881,0.08414548146757819,0.13435524944343183,5.90575705221072E-4,0.03290389073649847,0.07340855638802865,0.04657937357914376,0.0020867804200342633,9.671333341850494E-5,0.01388530986127745,0.09390054227419872,0.16586168179372476,0.10741450184199344,0.023782780302968154,0.02875781330326426,0.030831
TRUE,0.39597454243030744,0.018076877442308067,1.5185486188831317E-4,6.581944935889782E-5,0.027555067036827342,2.1411683176418862E-4,0.011934418423792822,0.33161248170795077,7.941642434479925E-5,0.10403683458997942,9.721682997494822E-4,2.3033139151352455E-4,0.07277819842392769,0.02143673833921191,2.5003497236782206E-4,2.630083929928649E-4,0.0028496399401495985,1.9936689874238493E-4,0.011020905146412512,2.9817899640994746E-4,0.001911
TRUE,2.3374199014726616E-4,0.007028628161769238,1.338080751980914E-4,6.547919905436803E-5,0.0015502446117630529,0.01738564039594388,0.031147702488396687,0.07391178395475234,0.021013900968027657,0.043137623159627436,0.05709422173509151,6.572037878753824E-5,0.23109550526268835,0.027483562636790648,2.4920753432865564E-5,1.384351348026466E-4,1.6920642022913847E-4,0.02477989134126271,0.0027368132605396886,0.4608031700716944,0.012207
FALSE,2.7469122523318787E-4,0.06131619980844757,0.08032016453370662,0.16218516321681797,4.4242054625530196E-4,0.095536497943384,0.02335260403132326,0.08994592110866788,0.045409198540008563,3.768632785220431E-4,0.0732623327280577,0.007495337980879558,2.1874478984957996E-4,3.776215388911699E-4,1.2119070807637222E-4,0.001384538072068873,0.24091892760659084,0.038647011891714496,0.03217172484466766,0.04624284560683738,0.035409
TRUE,1.5289342760012428E-4,0.012557049168732086,5.687988430574257E-4,0.4327162612281136,0.03255621022784358,0.008298006508575387,0.019206055564891925,0.06509033607623516,0.021679343794496382,0.0034600756438602567,0.11386853287527447,1.9280944479900666E-4,1.4369642887052472E-4,1.4362637835447522E-4,8.147729885661081E-5,0.07445815569084863,0.07913575209839153,0.006544568483942186,7.374591566067206E-4,0.1284088916606499,0.010428
TRUE,4.4240731885911735E-5,0.5242748039082601,1.5020926338843392E-4,0.02424449103151175,3.7055764105853626E-5,0.09040985050853848,0.038782545210492986,5.128178375956273E-5,0.005491664527017777,0.004114843069444089,0.07383886045941707,2.89428430683903E-5,8.501738021916247E-5,0.10649037922772632,5.8292358688259037E-5,3.586569936765194E-5,0.07665025718683273,0.05130759951894753,0.0038559103790027703,4.7889148325244944E-5,0.003985
FALSE,0.0593998939520511,0.05497704639714074,0.08892965655937224,0.05053607383083303,0.04832372387735813,0.08597906081602066,2.6931174972384865E-4,2.007136596833212E-4,0.07793421156345842,0.006959569025435946,0.061366305957788636,0.10256046532886513,0.05775221048486907,0.08917494454116283,2.8854572065995583E-4,0.027010123896324553,0.14542928919118,8.598041824254801E-4,4.4041332850892613E-4,0.04160863593713791,0.052757
TRUE,0.05940550637534339,0.040120495490290495,0.04754122898802911,1.9952343226814452E-4,8.223483964647094E-5,8.538378327317872E-5,4.859620404657376E-5,5.408807548695239E-4,1.3973284268070532E-4,0.17892209749698648,0.11161997068945496,4.490021551213221E-5,7.554373052222613E-5,8.259373307704838E-5,0.0450253006879465,5.7791468489221825E-5,0.4563731776646499,1.9275681375578838E-4,2.365482598477156E-4,0.05920573652931039,0.000218
TRUE,0.4017749252669894,5.714266687765299E-5,0.0182628807764441,2.1654837325092136E-4,0.005933265414462501,0.02017485307234108,0.00858895585646936,0.03716517973712445,5.0457858483539344E-5,0.004436224398504403,9.125298749872587E-4,0.011865925090196695,0.002064032615688293,0.012147853367283867,0.01291739540313715,0.13339795141613325,0.2885506796872855,0.04121463802175426,4.874029424304974E-5,2.19820808343339E-4,0.010227
FALSE,0.02420153930147362,0.05472954901983167,0.0497282047679109,0.0215534686973759,0.03069995586554858,0.03207549039709218,8.138608510805404E-4,0.042341099799417824,0.0439146929068166,0.011099286012156763,0.11670055485423506,0.00943985036527924,0.07409235243594149,0.18570980428040884,0.013372968080067833,0.02948563757313677,0.1519093704866935,2.7554688221927495E-4,2.6644417534768257E-4,0.10759032324796582,0.031388
FALSE,2.3323737627291367E-4,0.07705597822881573,0.09839964794744088,0.0014570627335287643,0.10491874329851257,0.0010862514282866738,0.0036133008821467015,0.07654150225772473,0.02049401666131356,4.3409653070009815E-4,0.11295456333489587,0.030860593638155593,2.858574984256728E-4,0.14237048962016813,5.615328990450179E-4,0.030333775306471925,0.14497271772109946,0.1192883619590904,0.010607035948144359,0.02353123472976098,0.026933
TRUE,0.009904191918539031,1.4252960268920954E-4,0.23618635237806407,1.7998401210987235E-4,8.246773210120825E-5,0.16139018088765297,0.00786134445010794,0.012066062999426143,0.17956191925042012,5.915183872163906E-4,0.044732461503289155,6.574782578084796E-5,7.909991052632037E-5,0.00592308575111095,3.7033805031745444E-5,5.130276883974971E-4,1.2331143785259354E-4,2.2454714636350198E-4,0.19352989210120317,0.14680524121211722,0.003257
FALSE,0.04099483734214122,0.07683144915690654,0.008855268144507851,2.3398380366548477E-4,0.049067631170256566,0.08508176032657726,0.058402455758057206,0.05708421053164982,0.06260596914718981,6.764719670972406E-4,0.039569699641297806,0.10985248519555556,0.025137994029148257,2.3973206564456033E-4,0.018989161064928903,0.04405280681215019,0.13769286555060287,0.06732280897109716,0.10021181014128712,0.01709659918023893,0.046560
TRUE,0.007543293883507106,0.029600030625428448,7.070564494652496E-5,0.5701880160350923,0.1598008817565564,8.093967992751448E-4,1.5367725869973623E-4,0.0033319339681047093,2.8696768805342062E-5,0.01935937651021341,8.488948050721895E-5,1.2567448772912818E-4,6.711404631343931E-5,0.016972729393227835,0.014885960718038143,1.538249088594477E-4,8.018940010112928E-4,0.16329089023325885,3.131183598031584E-5,0.012699701644446127,0.002071
TRUE,6.436680420697426E-5,0.0658021129463137,0.17631641967095332,0.0793344074147043,0.11423248974538056,0.0011031346102037313,0.07828522934552265,5.974896255129906E-5,1.0863207861691732E-4,0.12858162852787458,0.028206003441538677,8.485348429384288E-5,0.19297766511829245,9.213307355800237E-5,0.10295182568490874,5.316400851541173E-5,0.015340630512772641,0.01626905104602703,6.878032527280385E-5,6.772319849256199E-5,0.015805
TRUE,6.97033527794922E-5,0.1722953804615188,0.02193385804829452,0.09966026186909814,0.04177996977690744,6.0074736182047283E-5,0.15375516305359382,0.05052689332090851,0.04059262919492424,0.03482061383466775,0.06176081869384427,0.11690352531162072,0.06577972305335815,0.001092422983574481,0.0014635239762664104,0.07834544574379393,0.009077139818246729,0.023957600739237212,0.023435224375805287,0.002690027655378454,0.037707
FALSE,0.08343333337376914,0.05856170981094702,0.041067562868718946,0.008701665656407752,3.702168069468996E-4,0.04275301445117337,0.06317257884749132,0.04568601881179828,0.03526720710500492,0.0049387585131078285,0.018374895265723255,0.02975318334629083,0.05072719922547109,0.07369458121476914,0.0017163708878139908,0.11341430458332279,0.13953454654287772,0.1184942256259736,0.057836107275029455,0.012502519787362904,0.044220
TRUE,5.853485980154175E-5,0.014488469994139688,0.031730182892303976,0.08773547400424112,0.04802326665553618,0.12479766959989413,0.06968949918197315,7.977154812199737E-5,1.7567390338346645E-4,0.10016385046637456,0.39960536887980247,1.8171144450012687E-4,5.085607490597792E-5,0.008805613407553104,0.0802297417209341,9.54708948361698E-5,1.2610427909572704E-4,9.822980241897546E-5,0.033502091543867005,3.624188463168014E-4,0.011647
