	congress	7112.248648737584
	taxes	6939.160936548671
	deficit	6873.688971129681
	spending	6472.0535240216295
	plan	6308.637770572497
	president	6243.209047910834
	hundred	5448.04553144193
	billion	5447.453566137699
	senator	4996.332030567698
	senate	4815.02321128893
	more	4801.44533663905
	cut	4606.280944891643
	would	4582.678228980194
	two	4407.220487010141
	cuts	4262.87481755274
	house	4206.057911257086
	bill	4086.9820196236424


Topic 12		553302.1753920943
	doctor	8423.141322656413
	aids	4896.220671228099
	medical	4134.747999932489
	cancer	3680.878293234281
	more	3605.7275189014017
	doctors	3523.0495501765627
	can	3459.6796139884173
	patients	3311.4357654893583
	some	3229.4857550951865
	disease	3184.8798040051033
	their	3030.7202663713124
	drug	2468.351396555679
	may	2429.399371862687
	hospital	2406.6996108844232
	been	2338.392714210023
	health	2221.366195809631
	two	2088.630348070591
	years	2056.74014664029
	treatment	2051.3427073771845
	new	1957.1125938381679


Topic 13		764245.1215938489
	new	6291.282190252408
	like	5537.18017514369
	movie	4786.784626400055
	his	4699.724525026561
	film	4191.670404228326
	show	3793.0879873747404
	music	3790.740885780713
	more	3507.345477677399
	play	3406.6646638510974
	television	3173.2370331968577
	just	2899.529579801026
	two	2817.2711234892686
	time	2747.23666464991
	really	2743.8317597230894
	when	2718.4557656049874
	year	2639.0537487691136
	hollywood	2630.8529788056253
	news	2572.242469521908
	some	2542.884592204301
	york	2456.99427981146


Topic 14		650370.8593698305
	she	36373.25451620834
	her	33656.43941110361
	women	12542.408587449005
	children	8133.2461975640035
	their	7297.211958816717
	she's	6922.3352775320445
	woman	6204.102441618155
	child	6025.16268849503
	family	5317.077662004879
	men	4823.965313399642
	when	4522.892343737817
	life	4019.300436803889
	two	3941.0322709725997
	parents	3882.858865237662
	mother	3836.4920560408455
	just	3766.9634848429546
	like	3539.424083002032
	more	3430.3100531894042
	because	3067.1135126177755
	your	3035.0441571666975


Topic 15		503142.707519458
	court	9247.248385057115
	case	6378.536104524114
	trial	4365.833583341399
	law	3842.3941029018933
	judge	3756.3867726820436
	abortion	3598.7800195669106
	his	3491.801162003311
	jury	3380.1577973931508
	been	3157.293259990214
	would	2853.917878082361
	justice	2843.6693428147905
	supreme	2737.958853135454
	said	2508.716007432694
	rights	2503.2727079747565
	defense	2275.2202526932497
	were	2200.4275072866258
	against	2191.722037810933
	decision	2124.0990198811464
	had	2113.8189494617723
	two	2111.606441386929


Topic 16		2361867.078741554
	don't	37856.04806910069
	that's	35507.45565802933
	very	35189.71398206506
	would	27102.795978287897
	can	27020.448317940576
	right	25678.317723197906
	because	24722.419179492128
	just	24565.537607901322
	really	22540.636563098138
	get	22318.03547272638
	we're	21860.095080289437
	some	20624.835987562143
	want	19646.09716915921
	say	19418.278849709477
	like	19290.422989128765
	when	19183.657124203968
	mean	19160.974184009843
	your	19159.58179911195
	how	18124.30151189481
	been	17721.492284390944


Topic 17		777959.4128322531
	your	17188.282205338477
	i'm	14168.478704315825
	right	13889.38502786257
	yes	12309.394138019925
	don't	10120.094780076193
	thank	9897.627840473162
	our	9372.398410365644
	good	9121.28287280521
	that's	8945.055219995607
	just	8850.686736290889
	we'll	8535.52692249963
	back	8400.819233848197
	like	8179.108552764528
	get	7803.576592759249
	you're	7240.732184300839
	hello	6674.362333061198
	here	6563.618936784225
	we're	6478.359541135355
	larry	6158.795104634989
	how	5769.93592576624


Topic 18		666334.7698489588
	military	5704.677355025558
	peace	4849.002795436943
	iraq	4772.921447050798
	israel	4450.895943981777
	were	4408.116812859766
	been	4099.572428509204
	united	4052.5642016360785
	their	3591.163033429949
	war	3527.4392559679873
	israeli	3451.953318650394
	somalia	3418.345836408429
	two	3292.0144959532818
	saddam	3049.954404757219
	would	2997.870211150365
	some	2787.5655207246346
	here	2634.9263555104594
	more	2634.3000170915657
	security	2586.8527944591783
	iraqi	2475.976220584214
	states	2423.6368246082657


Topic 19		615256.6024980191
	were	7232.003354445305
	been	5737.177742610041
	had	5107.397881787862
	his	4853.053504936746
	story	3684.740223736945
	new	3628.633495882037
	said	3608.930335559634
	any	3281.041853253454
	investigation	3057.62380668062
	did	2975.959942030118
	news	2962.099201691359
	information	2919.3016129988864
	would	2746.417106049735
	says	2743.804830131009
	say	2635.3361216519793
	york	2515.3634906326424
	public	2399.068696016476
	some	2391.6240794243836
	committee	2289.4345979325008
	which	2245.439692679304


