user,NumPosts,Label,Predicted,bloods Score,crips Score,gds Score,hoovers Score,kings Score,stones Score,trinis Score,vls Score
27288,84,bloods,bloods,0.661111111,0.033333333,0.036111111,0.058333333,0.047222222,0.086111111,0.025,0.052777778
27288,84,bloods,vls,0.394366197,0.051643192,0.014084507,0.004694836,0.0657277,0.023474178,0,0.44600939
27288,84,bloods,vls,0.400943396,0.056603774,0.018867925,0.014150943,0.061320755,0.033018868,0,0.41509434
27288,84,bloods,crips,0.248908297,0.515283843,0.021834061,0.104803493,0.043668122,0,0.004366812,0.061135371
32654,186,kings,crips,0.02293578,0.901584654,0.008965805,0.025229358,0.036488741,0.001251043,0.00145955,0.002085071
32654,186,kings,bloods,0.496717724,0.271334792,0.048140044,0.06345733,0.048140044,0.028446389,0.030634573,0.013129103
32654,186,kings,crips,0.033106134,0.818889971,0.022395326,0.104186952,0.005842259,0.004868549,0.00194742,0.008763389
32654,186,kings,bloods,0.488888889,0.288888889,0.022222222,0.017777778,0.066666667,0.031111111,0.062222222,0.022222222
32654,186,kings,bloods,0.664835165,0.032967033,0.035714286,0.06043956,0.043956044,0.085164835,0.027472527,0.049450549
32654,186,kings,vls,0.210268949,0.085574572,0.06601467,0.136919315,0.08801956,0.078239609,0.026894866,0.30806846
30449,1,crips,crips,0.017402945,0.88085676,0.020080321,0.058902276,0.001338688,0.005354752,0.002677376,0.013386881
29801,10,vls,bloods,0.664835165,0.035714286,0.035714286,0.065934066,0.043956044,0.087912088,0.021978022,0.043956044
31919,54,crips,crips,0.023139462,0.902230561,0.009172399,0.024598708,0.036064207,0.001250782,0.001250782,0.0022931
31919,54,crips,crips,0.022608332,0.90161189,0.009420138,0.025120368,0.036424534,0.001465355,0.001256018,0.002093364
31919,54,crips,crips,0.02293578,0.901584654,0.008965805,0.025229358,0.036488741,0.001251043,0.00145955,0.002085071
31919,54,crips,crips,0.022740639,0.893158204,0.0088218,0.035287199,0.035091159,0.00156832,0.00117624,0.00215644
31919,54,crips,crips,0.023351648,0.891287284,0.008830455,0.03610675,0.035321821,0.001373626,0.001373626,0.002354788
31919,54,crips,crips,0.023546572,0.901646176,0.008543447,0.025005209,0.036257554,0.001458637,0.001458637,0.002083767
31919,54,crips,crips,0.023178117,0.900814366,0.008561286,0.024848611,0.037377323,0.001461683,0.001252871,0.002505742
31919,54,crips,crips,0.022703603,0.902103728,0.009164757,0.024578213,0.036659029,0.00124974,0.00124974,0.002291189
31919,54,crips,crips,0.023086522,0.901830283,0.008943428,0.024750416,0.036605657,0.00124792,0.00124792,0.002287854
31919,54,crips,crips,0.022314911,0.903232534,0.009176225,0.024400417,0.03649635,0.001042753,0.001251303,0.002085506
31919,54,crips,crips,0.023139462,0.902230561,0.009172399,0.024598708,0.036064207,0.001250782,0.001250782,0.0022931
31919,54,crips,crips,0.022608332,0.90161189,0.009420138,0.025120368,0.036424534,0.001465355,0.001256018,0.002093364
31919,54,crips,crips,0.02293578,0.901584654,0.008965805,0.025229358,0.036488741,0.001251043,0.00145955,0.002085071
31919,54,crips,crips,0.022740639,0.893158204,0.0088218,0.035287199,0.035091159,0.00156832,0.00117624,0.00215644
31919,54,crips,crips,0.023351648,0.891287284,0.008830455,0.03610675,0.035321821,0.001373626,0.001373626,0.002354788
31919,54,crips,crips,0.023546572,0.901646176,0.008543447,0.025005209,0.036257554,0.001458637,0.001458637,0.002083767
31919,54,crips,crips,0.023178117,0.900814366,0.008561286,0.024848611,0.037377323,0.001461683,0.001252871,0.002505742
31919,54,crips,crips,0.022703603,0.902103728,0.009164757,0.024578213,0.036659029,0.00124974,0.00124974,0.002291189
31919,54,crips,crips,0.089160839,0.627622378,0.027972028,0.234265734,0.012237762,0.005244755,0,0.003496503
26395,1196,kings,bloods,0.869942197,0.014450867,0.01734104,0.014450867,0.034682081,0.028901734,0.002890173,0.01734104
26395,1196,kings,vls,0.400943396,0.056603774,0.018867925,0.014150943,0.061320755,0.033018868,0,0.41509434
26395,1196,kings,crips,0.022608332,0.90161189,0.009420138,0.025120368,0.036424534,0.001465355,0.001256018,0.002093364
26395,1196,kings,crips,0.02293578,0.901584654,0.008965805,0.025229358,0.036488741,0.001251043,0.00145955,0.002085071
26395,1196,kings,crips,0.022740639,0.893158204,0.0088218,0.035287199,0.035091159,0.00156832,0.00117624,0.00215644
26395,1196,kings,vls,0.207823961,0.083129584,0.073349633,0.13202934,0.090464548,0.075794621,0.026894866,0.310513447
26395,1196,kings,bloods,0.649859944,0.030812325,0.042016807,0.06442577,0.047619048,0.086834734,0.028011204,0.050420168
26395,1196,kings,crips,0.238938053,0.539823009,0.026548673,0.10619469,0.03539823,0,0.004424779,0.048672566
26395,1196,kings,bloods,0.511111111,0.271111111,0.017777778,0.017777778,0.057777778,0.04,0.062222222,0.022222222
26395,1196,kings,vls,0.402843602,0.028436019,0.018957346,0.014218009,0.061611374,0.037914692,0,0.436018957
26395,1196,kings,bloods,0.806722689,0.042016807,0.025210084,0.025210084,0.033613445,0.021008403,0,0.046218487
26395,1196,kings,bloods,0.480686695,0.287553648,0.025751073,0.017167382,0.060085837,0.042918455,0.064377682,0.021459227
26395,1196,kings,bloods,0.484304933,0.282511211,0.02690583,0.013452915,0.062780269,0.044843049,0.067264574,0.01793722
26395,1196,kings,crips,0.02293578,0.901584654,0.008965805,0.025229358,0.036488741,0.001251043,0.00145955,0.002085071
26395,1196,kings,bloods,0.873925501,0.020057307,0.014326648,0.011461318,0.034383954,0.025787966,0.00286533,0.017191977
26395,1196,kings,crips,0.023351648,0.891287284,0.008830455,0.03610675,0.035321821,0.001373626,0.001373626,0.002354788
26395,1196,kings,vls,0.205250597,0.085918854,0.062052506,0.136038186,0.095465394,0.071599045,0.028639618,0.3150358
26395,1196,kings,crips,0.02016129,0.846774194,0.008064516,0.048387097,0.064516129,0.004032258,0,0.008064516
26395,1196,kings,vls,0.210268949,0.085574572,0.06601467,0.136919315,0.08801956,0.078239609,0.026894866,0.30806846
26395,1196,kings,vls,0.208633094,0.091127098,0.067146283,0.136690647,0.086330935,0.076738609,0.023980815,0.309352518
26395,1196,kings,bloods,0.869942197,0.014450867,0.01734104,0.014450867,0.034682081,0.028901734,0.002890173,0.01734104
26395,1196,kings,bloods,0.876832845,0.017595308,0.014662757,0.011730205,0.032258065,0.026392962,0.002932551,0.017595308
43054,115,bloods,bloods,0.810572687,0.035242291,0.026431718,0.022026432,0.039647577,0.017621145,0,0.04845815
43054,115,bloods,bloods,0.667574932,0.038147139,0.038147139,0.057220708,0.049046322,0.079019074,0.016348774,0.054495913
43054,115,bloods,bloods,0.496717724,0.271334792,0.048140044,0.06345733,0.048140044,0.028446389,0.030634573,0.013129103
43054,115,bloods,bloods,0.654054054,0.037837838,0.035135135,0.059459459,0.048648649,0.086486486,0.024324324,0.054054054
43054,115,bloods,crips,0.237068966,0.517241379,0.025862069,0.107758621,0.047413793,0,0.004310345,0.060344828
43054,115,bloods,bloods,0.862068966,0.020114943,0.017241379,0.014367816,0.040229885,0.028735632,0.002873563,0.014367816
43054,115,bloods,bloods,0.658333333,0.027777778,0.033333333,0.063888889,0.052777778,0.086111111,0.027777778,0.05
43054,115,bloods,bloods,0.661111111,0.033333333,0.036111111,0.058333333,0.047222222,0.086111111,0.025,0.052777778
43054,115,bloods,bloods,0.869942197,0.014450867,0.01734104,0.014450867,0.034682081,0.028901734,0.002890173,0.01734104
43054,115,bloods,vls,0.197590361,0.089156627,0.06746988,0.13253012,0.101204819,0.074698795,0.026506024,0.310843373
43054,115,bloods,bloods,0.484304933,0.282511211,0.02690583,0.013452915,0.062780269,0.044843049,0.067264574,0.01793722
43054,115,bloods,crips,0.243362832,0.517699115,0.026548673,0.097345133,0.044247788,0,0.004424779,0.066371681
43054,115,bloods,bloods,0.662087912,0.035714286,0.038461538,0.063186813,0.046703297,0.074175824,0.024725275,0.054945055
43054,115,bloods,crips,0.033106134,0.818889971,0.022395326,0.104186952,0.005842259,0.004868549,0.00194742,0.008763389
43054,115,bloods,bloods,0.649859944,0.030812325,0.042016807,0.06442577,0.047619048,0.086834734,0.028011204,0.050420168
43054,115,bloods,bloods,0.862068966,0.020114943,0.017241379,0.014367816,0.040229885,0.028735632,0.002873563,0.014367816
43054,115,bloods,crips,0.236607143,0.526785714,0.026785714,0.098214286,0.049107143,0,0.004464286,0.058035714
43054,115,bloods,bloods,0.486607143,0.285714286,0.026785714,0.013392857,0.066964286,0.044642857,0.0625,0.013392857
43054,115,bloods,bloods,0.664835165,0.035714286,0.035714286,0.065934066,0.043956044,0.087912088,0.021978022,0.043956044
43054,115,bloods,bloods,0.811403509,0.035087719,0.026315789,0.021929825,0.039473684,0.021929825,0,0.043859649
43054,115,bloods,bloods,0.883381924,0.017492711,0.011661808,0.014577259,0.040816327,0.017492711,0.002915452,0.011661808
43054,115,bloods,bloods,0.876436782,0.020114943,0.017241379,0.011494253,0.028735632,0.025862069,0.002873563,0.017241379
43054,115,bloods,crips,0.06271777,0.780487805,0.010452962,0.059233449,0.066202091,0.006968641,0.003484321,0.010452962
43054,115,bloods,bloods,0.863247863,0.01994302,0.017094017,0.011396011,0.03988604,0.028490028,0.002849003,0.017094017
43054,115,bloods,bloods,0.649859944,0.030812325,0.042016807,0.06442577,0.047619048,0.086834734,0.028011204,0.050420168
43054,115,bloods,bloods,0.819742489,0.042918455,0.021459227,0.025751073,0.034334764,0.017167382,0,0.038626609
43054,115,bloods,bloods,0.863768116,0.020289855,0.017391304,0.014492754,0.037681159,0.026086957,0.002898551,0.017391304
43054,115,bloods,bloods,0.877906977,0.01744186,0.01744186,0.011627907,0.037790698,0.026162791,0.002906977,0.00872093
43054,115,bloods,crips,0.244343891,0.502262443,0.022624434,0.113122172,0.054298643,0,0.004524887,0.058823529
43054,115,bloods,bloods,0.811403509,0.035087719,0.026315789,0.021929825,0.039473684,0.021929825,0,0.043859649
43054,115,bloods,bloods,0.484304933,0.282511211,0.02690583,0.013452915,0.062780269,0.044843049,0.067264574,0.01793722
43054,115,bloods,vls,0.201456311,0.084951456,0.067961165,0.138349515,0.094660194,0.075242718,0.024271845,0.313106796
43054,115,bloods,bloods,0.496717724,0.271334792,0.048140044,0.06345733,0.048140044,0.028446389,0.030634573,0.013129103
43054,115,bloods,bloods,0.654054054,0.037837838,0.035135135,0.059459459,0.048648649,0.086486486,0.024324324,0.054054054
43054,115,bloods,bloods,0.649859944,0.030812325,0.042016807,0.06442577,0.047619048,0.086834734,0.028011204,0.050420168
43054,115,bloods,bloods,0.664835165,0.032967033,0.035714286,0.06043956,0.043956044,0.085164835,0.027472527,0.049450549
43054,115,bloods,bloods,0.658333333,0.027777778,0.033333333,0.063888889,0.052777778,0.086111111,0.027777778,0.05
43054,115,bloods,bloods,0.661111111,0.033333333,0.036111111,0.058333333,0.047222222,0.086111111,0.025,0.052777778
43054,115,bloods,bloods,0.664835165,0.035714286,0.035714286,0.065934066,0.043956044,0.087912088,0.021978022,0.043956044
43054,115,bloods,bloods,0.811403509,0.035087719,0.026315789,0.021929825,0.039473684,0.021929825,0,0.043859649
43054,115,bloods,bloods,0.883381924,0.017492711,0.011661808,0.014577259,0.040816327,0.017492711,0.002915452,0.011661808
43054,115,bloods,crips,0.243362832,0.517699115,0.026548673,0.097345133,0.044247788,0,0.004424779,0.066371681
43054,115,bloods,bloods,0.873925501,0.020057307,0.014326648,0.011461318,0.034383954,0.025787966,0.00286533,0.017191977
43054,115,bloods,bloods,0.495689655,0.269396552,0.045258621,0.07112069,0.045258621,0.028017241,0.032327586,0.012931034
43054,115,bloods,bloods,0.649859944,0.030812325,0.042016807,0.06442577,0.047619048,0.086834734,0.028011204,0.050420168
43054,115,bloods,bloods,0.664835165,0.032967033,0.035714286,0.06043956,0.043956044,0.085164835,0.027472527,0.049450549
43054,115,bloods,bloods,0.809917355,0.041322314,0.020661157,0.024793388,0.041322314,0.016528926,0,0.045454545
43054,115,bloods,bloods,0.661111111,0.033333333,0.036111111,0.058333333,0.047222222,0.086111111,0.025,0.052777778
43054,115,bloods,crips,0.091695502,0.634948097,0.025951557,0.226643599,0.012110727,0.005190311,0,0.003460208
43054,115,bloods,bloods,0.876832845,0.017595308,0.014662757,0.011730205,0.032258065,0.026392962,0.002932551,0.017595308
43054,115,bloods,bloods,0.652406417,0.037433155,0.040106952,0.058823529,0.045454545,0.082887701,0.026737968,0.056149733
43054,115,bloods,bloods,0.80952381,0.043290043,0.021645022,0.017316017,0.043290043,0.021645022,0,0.043290043
43054,115,bloods,bloods,0.873925501,0.020057307,0.014326648,0.011461318,0.034383954,0.025787966,0.00286533,0.017191977
43054,115,bloods,bloods,0.863247863,0.01994302,0.017094017,0.011396011,0.03988604,0.028490028,0.002849003,0.017094017
43054,115,bloods,crips,0.237068966,0.517241379,0.025862069,0.107758621,0.047413793,0,0.004310345,0.060344828
43054,115,bloods,bloods,0.664835165,0.032967033,0.035714286,0.06043956,0.043956044,0.085164835,0.027472527,0.049450549
43054,115,bloods,bloods,0.809917355,0.041322314,0.020661157,0.024793388,0.041322314,0.016528926,0,0.045454545
43054,115,bloods,bloods,0.877906977,0.01744186,0.01744186,0.011627907,0.037790698,0.026162791,0.002906977,0.00872093
43054,115,bloods,crips,0.244343891,0.502262443,0.022624434,0.113122172,0.054298643,0,0.004524887,0.058823529
43054,115,bloods,vls,0.197590361,0.089156627,0.06746988,0.13253012,0.101204819,0.074698795,0.026506024,0.310843373
43054,115,bloods,crips,0.248908297,0.515283843,0.021834061,0.104803493,0.043668122,0,0.004366812,0.061135371
43054,115,bloods,bloods,0.80952381,0.043290043,0.021645022,0.017316017,0.043290043,0.021645022,0,0.043290043
43054,115,bloods,bloods,0.873925501,0.020057307,0.014326648,0.011461318,0.034383954,0.025787966,0.00286533,0.017191977
43054,115,bloods,bloods,0.654054054,0.037837838,0.035135135,0.059459459,0.048648649,0.086486486,0.024324324,0.054054054
43054,115,bloods,bloods,0.829875519,0.037344398,0.024896266,0.020746888,0.033195021,0.020746888,0,0.033195021
43054,115,bloods,bloods,0.664835165,0.032967033,0.035714286,0.06043956,0.043956044,0.085164835,0.027472527,0.049450549
43054,115,bloods,bloods,0.863768116,0.020289855,0.017391304,0.014492754,0.037681159,0.026086957,0.002898551,0.017391304
43054,115,bloods,bloods,0.877906977,0.01744186,0.01744186,0.011627907,0.037790698,0.026162791,0.002906977,0.00872093
43054,115,bloods,bloods,0.869942197,0.014450867,0.01734104,0.014450867,0.034682081,0.028901734,0.002890173,0.01734104
43054,115,bloods,bloods,0.876832845,0.017595308,0.014662757,0.011730205,0.032258065,0.026392962,0.002932551,0.017595308
43054,115,bloods,bloods,0.883381924,0.017492711,0.011661808,0.014577259,0.040816327,0.017492711,0.002915452,0.011661808
43054,115,bloods,bloods,0.667574932,0.038147139,0.038147139,0.057220708,0.049046322,0.079019074,0.016348774,0.054495913
43054,115,bloods,bloods,0.496717724,0.271334792,0.048140044,0.06345733,0.048140044,0.028446389,0.030634573,0.013129103
43054,115,bloods,bloods,0.654054054,0.037837838,0.035135135,0.059459459,0.048648649,0.086486486,0.024324324,0.054054054
43054,115,bloods,bloods,0.829875519,0.037344398,0.024896266,0.020746888,0.033195021,0.020746888,0,0.033195021
43054,115,bloods,bloods,0.664835165,0.032967033,0.035714286,0.06043956,0.043956044,0.085164835,0.027472527,0.049450549
43054,115,bloods,bloods,0.658333333,0.027777778,0.033333333,0.063888889,0.052777778,0.086111111,0.027777778,0.05
43054,115,bloods,bloods,0.825531915,0.025531915,0.021276596,0.025531915,0.042553191,0.017021277,0,0.042553191
43054,115,bloods,bloods,0.478448276,0.284482759,0.025862069,0.012931034,0.068965517,0.043103448,0.064655172,0.021551724
43054,115,bloods,bloods,0.811403509,0.035087719,0.026315789,0.021929825,0.039473684,0.021929825,0,0.043859649
43054,115,bloods,bloods,0.810572687,0.035242291,0.026431718,0.022026432,0.039647577,0.017621145,0,0.04845815
43054,115,bloods,bloods,0.80952381,0.043290043,0.021645022,0.017316017,0.043290043,0.021645022,0,0.043290043
43054,115,bloods,bloods,0.496717724,0.271334792,0.048140044,0.06345733,0.048140044,0.028446389,0.030634573,0.013129103
43054,115,bloods,bloods,0.495689655,0.269396552,0.045258621,0.07112069,0.045258621,0.028017241,0.032327586,0.012931034
43054,115,bloods,bloods,0.88,0.014285714,0.011428571,0.014285714,0.037142857,0.025714286,0,0.017142857
43054,115,bloods,bloods,0.664835165,0.032967033,0.035714286,0.06043956,0.043956044,0.085164835,0.027472527,0.049450549
43054,115,bloods,bloods,0.863768116,0.020289855,0.017391304,0.014492754,0.037681159,0.026086957,0.002898551,0.017391304
43054,115,bloods,bloods,0.825531915,0.025531915,0.021276596,0.025531915,0.042553191,0.017021277,0,0.042553191
43054,115,bloods,vls,0.206650831,0.097387173,0.066508314,0.13064133,0.095011876,0.078384798,0.023752969,0.301662708
43054,115,bloods,bloods,0.876832845,0.017595308,0.014662757,0.011730205,0.032258065,0.026392962,0.002932551,0.017595308
43054,115,bloods,bloods,0.484304933,0.282511211,0.02690583,0.013452915,0.062780269,0.044843049,0.067264574,0.01793722
43054,115,bloods,bloods,0.876436782,0.020114943,0.017241379,0.011494253,0.028735632,0.025862069,0.002873563,0.017241379
33915,2,trinis,bloods,0.662087912,0.035714286,0.038461538,0.063186813,0.046703297,0.074175824,0.024725275,0.054945055
41904,2,bloods,bloods,0.654054054,0.037837838,0.035135135,0.059459459,0.048648649,0.086486486,0.024324324,0.054054054
41904,2,bloods,vls,0.392344498,0.057416268,0.014354067,0.014354067,0.062200957,0.033492823,0,0.425837321
26650,47,gds,crips,0.016194332,0.881241565,0.020242915,0.05802969,0.001349528,0.006747638,0.002699055,0.013495277
26650,47,gds,vls,0.400921659,0.046082949,0.00921659,0.013824885,0.059907834,0.036866359,0,0.433179724
34960,214,crips,crips,0.023086522,0.901830283,0.008943428,0.024750416,0.036605657,0.00124792,0.00124792,0.002287854
34960,214,crips,crips,0.022314911,0.903232534,0.009176225,0.024400417,0.03649635,0.001042753,0.001251303,0.002085506
34960,214,crips,crips,0.090121317,0.63084922,0.027729636,0.233968804,0.008665511,0.005199307,0,0.003466205
34960,214,crips,crips,0.022608332,0.90161189,0.009420138,0.025120368,0.036424534,0.001465355,0.001256018,0.002093364
34960,214,crips,crips,0.02293578,0.901584654,0.008965805,0.025229358,0.036488741,0.001251043,0.00145955,0.002085071
34960,214,crips,crips,0.022740639,0.893158204,0.0088218,0.035287199,0.035091159,0.00156832,0.00117624,0.00215644
34960,214,crips,crips,0.023351648,0.891287284,0.008830455,0.03610675,0.035321821,0.001373626,0.001373626,0.002354788
34960,214,crips,crips,0.023546572,0.901646176,0.008543447,0.025005209,0.036257554,0.001458637,0.001458637,0.002083767
34960,214,crips,crips,0.023178117,0.900814366,0.008561286,0.024848611,0.037377323,0.001461683,0.001252871,0.002505742
34960,214,crips,crips,0.022703603,0.902103728,0.009164757,0.024578213,0.036659029,0.00124974,0.00124974,0.002291189
34960,214,crips,crips,0.023086522,0.901830283,0.008943428,0.024750416,0.036605657,0.00124792,0.00124792,0.002287854
34960,214,crips,crips,0.022314911,0.903232534,0.009176225,0.024400417,0.03649635,0.001042753,0.001251303,0.002085506
34960,214,crips,crips,0.023139462,0.902230561,0.009172399,0.024598708,0.036064207,0.001250782,0.001250782,0.0022931
34960,214,crips,crips,0.022608332,0.90161189,0.009420138,0.025120368,0.036424534,0.001465355,0.001256018,0.002093364
34960,214,crips,crips,0.02293578,0.901584654,0.008965805,0.025229358,0.036488741,0.001251043,0.00145955,0.002085071
34960,214,crips,crips,0.022740639,0.893158204,0.0088218,0.035287199,0.035091159,0.00156832,0.00117624,0.00215644
34960,214,crips,crips,0.023351648,0.891287284,0.008830455,0.03610675,0.035321821,0.001373626,0.001373626,0.002354788
34960,214,crips,crips,0.023546572,0.901646176,0.008543447,0.025005209,0.036257554,0.001458637,0.001458637,0.002083767
34960,214,crips,crips,0.023178117,0.900814366,0.008561286,0.024848611,0.037377323,0.001461683,0.001252871,0.002505742
34960,214,crips,crips,0.022703603,0.902103728,0.009164757,0.024578213,0.036659029,0.00124974,0.00124974,0.002291189
34960,214,crips,crips,0.023086522,0.901830283,0.008943428,0.024750416,0.036605657,0.00124792,0.00124792,0.002287854
34960,214,crips,crips,0.013422819,0.883221477,0.018791946,0.060402685,0.001342282,0.006711409,0.002684564,0.013422819
34960,214,crips,crips,0.023139462,0.902230561,0.009172399,0.024598708,0.036064207,0.001250782,0.001250782,0.0022931
34960,214,crips,crips,0.022608332,0.90161189,0.009420138,0.025120368,0.036424534,0.001465355,0.001256018,0.002093364
34960,214,crips,crips,0.02293578,0.901584654,0.008965805,0.025229358,0.036488741,0.001251043,0.00145955,0.002085071
34960,214,crips,crips,0.022740639,0.893158204,0.0088218,0.035287199,0.035091159,0.00156832,0.00117624,0.00215644
34960,214,crips,crips,0.023351648,0.891287284,0.008830455,0.03610675,0.035321821,0.001373626,0.001373626,0.002354788
34960,214,crips,crips,0.023546572,0.901646176,0.008543447,0.025005209,0.036257554,0.001458637,0.001458637,0.002083767
34960,214,crips,crips,0.023178117,0.900814366,0.008561286,0.024848611,0.037377323,0.001461683,0.001252871,0.002505742
